transaction_id,amount,time_of_day,day_of_week,retry_count,customer_txn_history_count,customer_past_failure_rate,seconds_to_failure,merchant_category,payment_method,failure_category,error_code,card_network,issuing_bank,is_3ds_flow,card_age_months,retry_success,psp_app,time_since_app_switch,daily_limit_utilization
txn_007991,3342.79,15,4,0,37,0.015,15.2,food_delivery,upi,soft_decline,XY,,Axis,,,True,Paytm,8.1,0.344
txn_001087,694.09,7,5,1,8,0.21,76.1,gaming,upi,customer_dropoff,,,Yes Bank,,,False,Paytm,288.0,0.172
txn_007680,720.6,13,5,3,2,0.366,6.5,ecommerce,card,hard_decline,14,Mastercard,HDFC,False,48.8,False,,,
txn_006470,1621.48,14,2,1,21,0.305,80.5,utilities,upi,customer_dropoff,,,PNB,,,False,other,40.2,0.058
txn_000404,4235.44,6,0,0,2,0.119,3.5,food_delivery,card,fraud_block,59,Visa,Axis,True,5.6,False,,,
txn_003718,5721.75,2,3,0,1,0.166,4.0,travel,card,fraud_block,59,Visa,IDFC First,True,2.3,False,,,
txn_000541,178.49,18,4,1,1,0.298,60.1,utilities,upi,customer_dropoff,,,Yes Bank,,,False,PhonePe,6.3,0.664
txn_000967,2317.6,1,1,1,1,0.084,0.9,travel,upi,fraud_block,59,,Axis,,,False,GPay,7.8,0.653
txn_005948,1597.39,17,6,0,1,0.302,52.4,ecommerce,upi,customer_dropoff,,,Kotak,,,True,GPay,279.3,0.19
txn_002059,1242.69,23,0,3,4,0.506,52.3,food_delivery,upi,soft_decline,UT,,SBI,,,False,GPay,2.0,0.227
txn_003032,7456.56,17,5,1,2,0.053,23.2,utilities,card,fraud_block,61,Mastercard,HDFC,False,8.4,False,,,
txn_006799,402.77,4,6,0,19,0.129,46.8,utilities,card,soft_decline,96,Rupay,Kotak,False,26.5,False,,,
txn_007099,1377.17,8,4,1,1,0.227,2.6,gaming,card,hard_decline,51,Visa,ICICI,False,37.2,False,,,
txn_004867,900.17,13,4,0,25,0.043,33.5,ecommerce,upi,customer_dropoff,U30,,PNB,,,False,GPay,133.7,0.583
txn_004667,1672.44,12,3,1,24,0.13,23.9,utilities,upi,soft_decline,XY,,Yes Bank,,,True,GPay,4.8,0.614
txn_004418,818.2,2,3,2,8,0.252,2.2,gaming,upi,fraud_block,ZI,,Yes Bank,,,False,PhonePe,46.0,0.585
txn_007682,3575.46,23,5,1,2,0.154,0.4,ecommerce,upi,hard_decline,ZH,,Yes Bank,,,False,PhonePe,22.3,0.824
txn_000607,1680.49,16,0,0,1,0.259,5.2,gaming,upi,hard_decline,ZH,,Yes Bank,,,False,PhonePe,40.0,0.618
txn_002566,932.15,0,3,0,119,0.059,16.4,utilities,card,hard_decline,14,Rupay,Axis,False,19.1,False,,,
txn_001214,4478.57,5,5,0,2,0.193,0.6,subscriptions,card,fraud_block,05,Amex,IDFC First,True,7.5,False,,,
txn_003379,2069.94,14,0,0,13,0.144,90.7,travel,upi,customer_dropoff,,,Kotak,,,False,other,78.2,0.074
txn_005468,318.41,8,4,0,37,0.215,45.7,subscriptions,upi,soft_decline,U68,,PNB,,,True,GPay,5.0,0.363
txn_007945,389.95,0,3,0,3,0.264,13.9,utilities,upi,customer_dropoff,,,SBI,,,True,GPay,22.4,0.165
txn_001181,909.61,23,3,0,11,0.189,0.3,gaming,upi,hard_decline,ZU,,HDFC,,,False,GPay,48.1,0.751
txn_007060,2342.96,19,2,1,36,0.124,30.6,travel,upi,customer_dropoff,,,Kotak,,,False,PhonePe,25.0,0.661
txn_001034,147.18,3,4,0,28,0.274,37.8,gaming,card,soft_decline,91,Visa,HDFC,False,70.5,False,,,
txn_001121,1903.89,6,3,0,8,0.069,93.8,utilities,upi,customer_dropoff,ZM,,Kotak,,,False,GPay,42.8,0.605
txn_007664,7486.11,6,6,0,24,0.096,17.0,subscriptions,upi,soft_decline,BT,,SBI,,,False,GPay,23.4,0.308
txn_003185,7183.18,5,6,3,3,0.098,41.4,travel,upi,customer_dropoff,U30,,HDFC,,,True,Paytm,265.6,0.297
txn_000200,2248.93,3,6,1,16,0.171,75.2,utilities,upi,customer_dropoff,U67,,Kotak,,,False,PhonePe,76.8,0.503
txn_007188,757.67,13,2,0,6,0.255,107.0,travel,upi,customer_dropoff,,,Yes Bank,,,False,PhonePe,225.0,0.794
txn_005258,3181.02,2,2,1,1,0.141,0.3,food_delivery,card,fraud_block,05,Mastercard,Kotak,True,4.3,False,,,
txn_006982,831.63,3,3,1,33,0.118,82.2,gaming,upi,customer_dropoff,U30,,Kotak,,,False,PhonePe,155.6,0.369
txn_001792,120.71,18,2,1,17,0.262,0.7,ecommerce,card,hard_decline,54,Rupay,Kotak,False,51.3,False,,,
txn_001750,585.22,7,0,1,4,0.302,43.4,gaming,upi,soft_decline,BT,,Kotak,,,True,PhonePe,31.4,0.609
txn_002051,1445.67,16,3,0,7,0.398,6.3,ecommerce,upi,hard_decline,ZU,,PNB,,,False,GPay,18.5,0.738
txn_003389,1530.2,15,6,0,2,0.148,1.0,food_delivery,upi,hard_decline,ZU,,ICICI,,,True,GPay,5.2,0.866
txn_001277,532.81,20,5,0,29,0.227,42.9,ecommerce,upi,soft_decline,BT,,SBI,,,False,PhonePe,12.6,0.76
txn_007153,715.31,7,4,0,11,0.276,64.7,travel,upi,customer_dropoff,,,HDFC,,,False,PhonePe,42.8,0.211
txn_007182,3857.47,3,1,2,22,0.127,10.2,gaming,card,hard_decline,54,Visa,HDFC,False,64.4,False,,,
txn_003282,5027.05,3,2,2,5,0.159,1.6,subscriptions,card,hard_decline,14,Mastercard,Kotak,False,55.2,False,,,
txn_001589,245.53,15,0,1,24,0.158,22.8,subscriptions,upi,customer_dropoff,ZM,,Axis,,,False,GPay,28.4,0.118
txn_002137,454.5,13,1,1,20,0.202,45.9,ecommerce,upi,customer_dropoff,UT,,Kotak,,,True,GPay,19.4,0.386
txn_004076,2534.57,4,1,0,35,0.083,0.7,ecommerce,upi,hard_decline,ZH,,Axis,,,False,PhonePe,8.3,0.595
txn_006674,367.54,19,3,1,5,0.582,68.1,food_delivery,upi,customer_dropoff,U30,,ICICI,,,False,GPay,90.9,0.396
txn_007541,1067.81,16,5,0,40,0.308,54.0,food_delivery,upi,customer_dropoff,,,SBI,,,True,GPay,35.1,0.565
txn_001397,413.34,10,0,0,10,0.168,45.7,gaming,upi,soft_decline,Y1,,ICICI,,,True,PhonePe,10.8,0.445
txn_007100,103.97,6,5,2,11,0.207,37.1,travel,upi,soft_decline,U68,,Kotak,,,True,GPay,1.2,0.804
txn_007699,189.82,10,4,0,5,0.094,75.3,subscriptions,upi,customer_dropoff,U30,,Axis,,,False,PhonePe,64.7,0.143
txn_005095,576.16,17,2,0,2,0.229,0.8,ecommerce,upi,hard_decline,Z7,,ICICI,,,False,GPay,6.6,0.664
txn_004454,3564.61,16,4,0,4,0.103,29.1,utilities,upi,customer_dropoff,,,SBI,,,False,PhonePe,257.9,0.663
txn_003112,441.2,20,6,0,14,0.091,34.4,gaming,upi,soft_decline,BT,,Kotak,,,True,other,10.7,0.769
txn_002485,965.9,8,1,1,27,0.301,4.0,utilities,upi,hard_decline,Z7,,ICICI,,,False,PhonePe,25.8,0.543
txn_003826,773.09,13,4,2,2,0.045,4.2,travel,card,fraud_block,59,Visa,ICICI,True,3.8,False,,,
txn_007486,623.8,21,1,2,26,0.304,41.9,food_delivery,upi,soft_decline,U28,,HDFC,,,True,GPay,3.9,0.795
txn_004548,309.66,6,4,1,13,0.455,41.7,subscriptions,upi,soft_decline,Y1,,HDFC,,,False,PhonePe,2.5,0.453
txn_001546,452.43,14,6,1,19,0.166,17.0,travel,upi,soft_decline,U30,,Yes Bank,,,True,GPay,7.2,0.494
txn_006630,3657.22,18,4,1,39,0.216,35.8,subscriptions,upi,soft_decline,UT,,PNB,,,False,PhonePe,7.3,0.291
txn_007270,1145.86,9,1,1,4,0.355,39.5,food_delivery,card,soft_decline,91,Visa,Axis,False,18.3,True,,,
txn_000914,767.75,12,2,0,13,0.01,34.9,subscriptions,upi,soft_decline,Y1,,ICICI,,,False,GPay,6.8,0.29
txn_006554,1769.65,2,5,0,2,0.093,12.6,subscriptions,card,fraud_block,59,Visa,SBI,True,13.0,False,,,
txn_000339,1033.64,19,5,1,8,0.18,45.1,food_delivery,upi,customer_dropoff,ZM,,Axis,,,True,GPay,149.8,0.725
txn_002677,1897.55,12,3,0,5,0.073,17.6,utilities,upi,hard_decline,ZM,,PNB,,,False,GPay,52.1,0.968
txn_003099,356.32,20,0,0,3,0.088,83.7,ecommerce,upi,soft_decline,Y1,,PNB,,,False,GPay,0.4,0.262
txn_001253,1329.14,21,4,0,2,0.034,0.5,ecommerce,card,fraud_block,05,Visa,ICICI,True,7.8,False,,,
txn_007710,33.59,15,6,1,9,0.129,0.3,travel,card,hard_decline,05,Rupay,ICICI,False,49.9,False,,,
txn_004588,2032.67,7,2,2,1,0.147,7.7,utilities,card,hard_decline,14,Mastercard,ICICI,False,39.4,False,,,
txn_000260,4667.72,21,4,0,21,0.19,36.7,travel,card,soft_decline,91,Visa,HDFC,True,47.0,True,,,
txn_004602,2473.5,1,6,1,42,0.212,57.2,utilities,upi,customer_dropoff,,,Kotak,,,True,GPay,31.7,0.449
txn_002332,1381.44,13,2,0,30,0.161,62.8,gaming,upi,customer_dropoff,U68,,Yes Bank,,,False,PhonePe,9.0,0.71
txn_005981,1803.32,19,4,2,3,0.076,51.0,subscriptions,card,customer_dropoff,,Visa,SBI,True,105.2,True,,,
txn_005624,4764.05,18,1,1,28,0.388,23.9,ecommerce,upi,soft_decline,Y1,,PNB,,,True,GPay,5.2,0.148
txn_005462,1007.1,5,5,0,17,0.389,60.7,utilities,upi,soft_decline,U67,,Yes Bank,,,True,Paytm,1.2,0.132
txn_004463,697.51,2,6,0,5,0.202,83.7,gaming,upi,soft_decline,U30,,SBI,,,True,GPay,2.1,0.362
txn_001674,1417.13,6,1,0,35,0.168,29.0,utilities,upi,soft_decline,UT,,ICICI,,,True,Paytm,2.7,0.082
txn_007655,1980.27,10,5,0,8,0.347,62.8,travel,upi,customer_dropoff,,,Axis,,,False,GPay,60.1,0.735
txn_007385,619.23,12,0,1,13,0.078,41.7,subscriptions,upi,soft_decline,U28,,HDFC,,,True,GPay,2.8,0.469
txn_000391,2685.9,15,2,0,33,0.446,1.1,travel,card,hard_decline,61,Rupay,Axis,False,72.8,False,,,
txn_007489,424.59,2,0,1,1,0.317,3.7,food_delivery,upi,fraud_block,59,,HDFC,,,False,PhonePe,9.7,0.448
txn_005473,1839.08,4,5,0,183,0.279,35.6,food_delivery,card,soft_decline,05,Amex,Axis,True,39.0,False,,,
txn_002157,173.95,6,0,1,1,0.026,28.0,gaming,upi,soft_decline,Y1,,PNB,,,True,PhonePe,2.4,0.376
txn_001900,2286.58,20,5,0,8,0.242,94.9,ecommerce,upi,customer_dropoff,ZM,,Yes Bank,,,True,other,18.4,0.618
txn_001919,1151.58,2,3,0,54,0.028,51.3,ecommerce,upi,customer_dropoff,U67,,Axis,,,True,GPay,127.0,0.514
txn_004468,1387.89,3,4,0,2,0.256,7.7,ecommerce,upi,hard_decline,ZH,,PNB,,,False,PhonePe,5.4,0.537
txn_000217,8177.05,20,1,1,6,0.324,2.5,utilities,card,fraud_block,59,Visa,SBI,True,15.6,False,,,
txn_002607,3653.67,11,2,1,39,0.163,0.3,food_delivery,upi,hard_decline,Z9,,HDFC,,,False,Paytm,0.1,0.518
txn_006599,226.06,11,4,0,13,0.26,145.1,gaming,upi,customer_dropoff,U30,,HDFC,,,True,GPay,106.7,0.292
txn_004658,1128.65,5,1,0,1,0.323,1.7,food_delivery,upi,fraud_block,ZI,,Axis,,,False,PhonePe,6.6,0.171
txn_002876,476.42,8,3,1,2,0.384,1.2,travel,card,fraud_block,59,Visa,Axis,True,12.1,False,,,
txn_007533,1858.24,4,2,0,2,0.097,13.0,travel,card,fraud_block,59,Visa,SBI,True,3.0,False,,,
txn_007551,1368.53,12,2,1,9,0.02,113.8,travel,upi,customer_dropoff,,,ICICI,,,False,PhonePe,47.4,0.601
