transaction_id,amount,time_of_day,day_of_week,retry_count,customer_txn_history_count,customer_past_failure_rate,seconds_to_failure,merchant_category,payment_method,failure_category,error_code,card_network,issuing_bank,is_3ds_flow,card_age_months,retry_success,psp_app,time_since_app_switch,daily_limit_utilization
txn_007425,574.72,1,6,0,7,0.186,36.5,utilities,upi,customer_dropoff,U68,,HDFC,,,True,Paytm,569.4,0.306
txn_007860,603.03,4,6,0,39,0.174,42.3,food_delivery,upi,soft_decline,BT,,ICICI,,,False,PhonePe,25.4,0.264
txn_006115,4213.65,0,3,1,18,0.269,40.0,gaming,upi,soft_decline,U30,,Kotak,,,False,PhonePe,1.8,0.235
txn_005972,462.11,0,6,0,1,0.17,1.1,gaming,card,fraud_block,14,Visa,IDFC First,True,1.5,False,,,
txn_007489,424.59,2,0,1,1,0.317,3.7,food_delivery,upi,fraud_block,59,,HDFC,,,False,PhonePe,9.7,0.448
txn_002652,215.29,15,6,0,2,0.197,6.6,ecommerce,card,hard_decline,14,Visa,ICICI,True,37.4,False,,,
txn_005478,118.93,1,5,0,1,0.336,3.5,gaming,upi,hard_decline,ZU,,PNB,,,False,GPay,11.4,0.922
txn_007338,155.79,14,4,0,58,0.185,47.4,ecommerce,upi,customer_dropoff,U30,,ICICI,,,False,GPay,292.9,0.623
txn_006312,368.18,13,5,1,17,0.344,17.8,food_delivery,upi,customer_dropoff,,,HDFC,,,False,Paytm,84.7,0.234
txn_002152,652.5,21,4,0,25,0.205,7.7,utilities,upi,hard_decline,Z7,,PNB,,,False,GPay,23.3,0.97
txn_006342,2664.37,14,4,0,22,0.283,26.0,gaming,card,soft_decline,96,Visa,ICICI,False,45.7,True,,,
txn_001298,181.07,9,0,0,22,0.043,44.8,subscriptions,card,soft_decline,05,Rupay,ICICI,False,51.5,False,,,
txn_006643,441.7,20,2,0,2,0.298,11.9,gaming,card,fraud_block,59,Visa,IDFC First,True,4.6,False,,,
txn_000996,1051.78,7,4,1,32,0.022,62.2,utilities,card,soft_decline,96,Visa,Kotak,False,26.5,True,,,
txn_003371,1705.1,10,0,0,54,0.126,0.7,gaming,card,hard_decline,51,Visa,ICICI,False,40.0,False,,,
txn_004602,2473.5,1,6,1,42,0.212,57.2,utilities,upi,customer_dropoff,,,Kotak,,,True,GPay,31.7,0.449
txn_006851,568.45,12,3,1,29,0.04,60.7,utilities,upi,customer_dropoff,,,ICICI,,,False,PhonePe,20.9,0.653
txn_001700,361.18,2,4,1,5,0.111,97.8,travel,upi,customer_dropoff,ZM,,Axis,,,True,PhonePe,253.9,0.615
txn_004979,2209.28,1,6,1,6,0.247,28.5,food_delivery,card,soft_decline,96,Visa,Axis,True,23.8,True,,,
txn_007182,3857.47,3,1,2,22,0.127,10.2,gaming,card,hard_decline,54,Visa,HDFC,False,64.4,False,,,
txn_001486,383.95,15,3,1,25,0.168,30.8,gaming,card,customer_dropoff,,Mastercard,Axis,True,14.0,True,,,
txn_005374,839.03,20,2,0,8,0.288,58.4,travel,card,soft_decline,05,Rupay,SBI,False,11.6,False,,,
txn_006109,430.54,7,1,0,1,0.115,0.6,ecommerce,card,hard_decline,14,Mastercard,ICICI,False,36.6,False,,,
txn_000404,4235.44,6,0,0,2,0.119,3.5,food_delivery,card,fraud_block,59,Visa,Axis,True,5.6,False,,,
txn_001554,342.48,11,3,0,22,0.382,16.1,food_delivery,upi,customer_dropoff,U30,,ICICI,,,True,GPay,132.1,0.313
txn_007620,353.87,10,5,0,17,0.136,34.5,food_delivery,upi,customer_dropoff,ZM,,PNB,,,False,PhonePe,29.3,0.526
txn_000406,435.31,7,3,0,56,0.393,0.6,ecommerce,upi,hard_decline,ZM,,ICICI,,,False,Paytm,7.9,0.49
txn_000200,2248.93,3,6,1,16,0.171,75.2,utilities,upi,customer_dropoff,U67,,Kotak,,,False,PhonePe,76.8,0.503
txn_001334,739.88,1,1,0,90,0.338,0.9,subscriptions,card,hard_decline,61,Rupay,Kotak,False,73.0,False,,,
txn_004786,282.56,11,3,0,15,0.052,42.5,utilities,card,customer_dropoff,,Mastercard,Kotak,True,36.1,False,,,
txn_005861,1559.24,5,0,0,1,0.145,6.2,travel,card,fraud_block,05,Rupay,Axis,True,3.2,False,,,
txn_005535,139.0,6,3,0,15,0.232,48.5,utilities,card,customer_dropoff,91,Visa,Axis,True,23.0,True,,,
txn_002219,2275.08,19,0,1,3,0.472,137.1,ecommerce,upi,customer_dropoff,ZM,,SBI,,,False,Paytm,131.8,0.798
txn_006217,179.86,13,5,0,55,0.101,28.4,utilities,upi,customer_dropoff,UT,,SBI,,,False,GPay,48.8,0.414
txn_000000,1005.73,23,0,0,3,0.241,3.1,ecommerce,card,hard_decline,61,Mastercard,Kotak,False,75.2,False,,,
txn_004624,533.32,8,1,0,9,0.129,68.4,utilities,card,customer_dropoff,,Amex,SBI,True,38.0,False,,,
txn_001511,3164.43,12,1,0,29,0.068,24.2,food_delivery,card,soft_decline,05,Amex,Kotak,True,41.4,False,,,
txn_001795,371.54,11,6,1,14,0.152,1.9,gaming,card,hard_decline,05,Mastercard,SBI,False,12.0,False,,,
txn_004461,732.25,5,6,0,9,0.096,1.9,utilities,card,hard_decline,51,Visa,ICICI,False,29.1,False,,,
txn_006069,561.26,3,3,0,25,0.061,5.2,ecommerce,card,hard_decline,51,Mastercard,IDFC First,False,32.0,False,,,
txn_004067,1099.95,11,2,0,51,0.185,2.9,subscriptions,upi,hard_decline,Z7,,Kotak,,,False,GPay,2.0,0.946
txn_000967,2317.6,1,1,1,1,0.084,0.9,travel,upi,fraud_block,59,,Axis,,,False,GPay,7.8,0.653
txn_003682,1030.14,8,3,0,19,0.307,5.2,utilities,card,hard_decline,14,Rupay,HDFC,False,22.5,False,,,
txn_000686,994.19,19,5,1,19,0.137,60.9,utilities,upi,customer_dropoff,U30,,PNB,,,False,PhonePe,29.6,0.73
txn_001285,1296.04,23,5,1,1,0.095,117.4,gaming,card,customer_dropoff,,Rupay,Axis,False,22.8,False,,,
txn_006933,466.92,2,3,0,14,0.137,5.5,travel,card,hard_decline,14,Visa,Kotak,False,49.8,True,,,
txn_004342,552.46,16,5,3,15,0.176,7.8,travel,card,hard_decline,61,Visa,SBI,False,30.6,False,,,
txn_001028,59.08,4,3,0,12,0.204,89.6,utilities,card,customer_dropoff,05,Visa,SBI,True,11.8,False,,,
txn_003063,271.98,6,0,0,8,0.385,5.4,subscriptions,card,hard_decline,14,Mastercard,Kotak,False,59.6,False,,,
txn_001943,524.97,23,5,0,14,0.229,132.9,ecommerce,upi,customer_dropoff,,,PNB,,,True,GPay,133.5,0.245
txn_006297,4746.96,14,5,0,1,0.266,8.4,gaming,card,fraud_block,59,Rupay,Axis,False,1.0,False,,,
txn_001290,352.96,19,3,2,14,0.165,71.2,utilities,card,customer_dropoff,96,Rupay,Axis,True,27.0,False,,,
txn_001122,224.19,12,3,1,62,0.204,1.9,utilities,card,hard_decline,14,Visa,Axis,True,32.4,False,,,
txn_000818,1059.2,5,5,5,14,0.186,87.6,subscriptions,upi,customer_dropoff,,,HDFC,,,False,PhonePe,58.7,0.355
txn_007671,1467.23,3,6,0,34,0.375,0.8,utilities,card,hard_decline,61,Visa,Kotak,True,27.6,False,,,
txn_000518,1263.07,12,4,0,38,0.068,42.3,ecommerce,card,customer_dropoff,,Visa,IDFC First,True,62.4,False,,,
txn_003589,1626.79,17,5,1,22,0.09,29.2,food_delivery,upi,customer_dropoff,U30,,HDFC,,,True,GPay,291.8,0.718
txn_007108,985.76,20,1,0,10,0.221,0.6,utilities,card,hard_decline,14,Rupay,Axis,True,58.5,False,,,
txn_003080,1224.31,0,4,1,1,0.293,2.8,food_delivery,card,hard_decline,05,Visa,Axis,False,25.4,False,,,
txn_000837,359.12,14,6,0,20,0.239,0.9,utilities,card,hard_decline,51,Mastercard,SBI,False,33.2,False,,,
txn_001369,1584.74,16,6,2,14,0.142,100.9,travel,card,customer_dropoff,96,Visa,SBI,True,34.5,False,,,
txn_003149,1697.59,5,0,0,98,0.197,6.6,subscriptions,card,hard_decline,61,Amex,SBI,True,104.7,False,,,
txn_007061,1811.14,1,4,0,35,0.198,83.2,travel,card,customer_dropoff,91,Rupay,SBI,True,54.7,True,,,
txn_007271,429.88,6,6,1,5,0.275,0.3,utilities,card,hard_decline,61,Rupay,ICICI,True,48.5,False,,,
txn_004796,578.88,6,0,1,5,0.361,0.3,subscriptions,card,hard_decline,14,Visa,Kotak,True,43.3,False,,,
txn_005065,583.31,1,2,3,7,0.107,5.4,travel,card,hard_decline,54,Visa,IDFC First,False,76.0,False,,,
txn_005817,681.67,10,6,0,18,0.05,2.9,utilities,card,hard_decline,91,Mastercard,SBI,False,62.0,False,,,
txn_004080,188.56,18,0,1,63,0.089,7.9,food_delivery,card,hard_decline,51,Visa,IDFC First,True,14.4,False,,,
txn_002495,134.64,3,0,0,12,0.094,0.4,utilities,card,hard_decline,61,Visa,IDFC First,True,27.0,False,,,
txn_004394,771.21,20,4,1,22,0.115,12.6,utilities,card,customer_dropoff,96,Visa,IDFC First,False,34.5,True,,,
txn_000480,52.64,12,1,2,12,0.095,29.5,food_delivery,card,soft_decline,91,Visa,ICICI,True,38.9,False,,,
txn_002953,715.35,1,0,0,19,0.204,33.0,travel,card,soft_decline,91,Visa,SBI,False,51.9,True,,,
txn_001641,645.21,21,3,1,24,0.081,1.9,gaming,card,hard_decline,05,Rupay,Kotak,False,34.1,False,,,
txn_001584,1053.84,4,0,2,17,0.071,36.8,subscriptions,upi,soft_decline,U28,,SBI,,,True,PhonePe,19.4,0.518
txn_000539,230.76,18,4,1,32,0.141,74.6,ecommerce,card,customer_dropoff,05,Rupay,Kotak,True,12.3,True,,,
txn_001817,2153.86,5,4,0,3,0.297,19.8,ecommerce,upi,soft_decline,XY,,Kotak,,,False,other,8.3,0.167
txn_005879,387.1,10,3,0,29,0.2,0.7,food_delivery,card,hard_decline,51,Mastercard,Kotak,False,41.5,False,,,
txn_002137,454.5,13,1,1,20,0.202,45.9,ecommerce,upi,customer_dropoff,UT,,Kotak,,,True,GPay,19.4,0.386
txn_002422,1045.48,14,3,0,4,0.05,0.6,subscriptions,card,hard_decline,05,Visa,SBI,False,34.7,False,,,
txn_005100,370.65,8,6,0,47,0.277,3.3,utilities,card,hard_decline,05,Visa,SBI,False,39.4,False,,,
txn_000613,543.03,6,2,0,12,0.289,0.3,travel,card,hard_decline,51,Rupay,IDFC First,False,47.0,False,,,
txn_004976,997.09,2,0,1,4,0.209,16.8,subscriptions,upi,fraud_block,ZI,,SBI,,,False,PhonePe,23.7,0.227
txn_002714,616.79,20,6,1,15,0.27,84.1,subscriptions,upi,customer_dropoff,U30,,HDFC,,,True,PhonePe,116.0,0.152
txn_006358,298.12,5,4,0,4,0.075,101.9,travel,upi,customer_dropoff,U30,,SBI,,,False,Paytm,45.8,0.444
txn_003786,91.96,7,0,1,47,0.232,19.4,gaming,card,customer_dropoff,91,Mastercard,IDFC First,False,22.7,True,,,
txn_003009,477.71,9,2,0,15,0.033,1.2,food_delivery,upi,hard_decline,ZH,,Yes Bank,,,False,GPay,0.8,0.661
txn_005295,213.64,5,5,0,2,0.202,47.9,utilities,upi,customer_dropoff,ZM,,ICICI,,,False,Paytm,83.0,0.634
